timestamp,acl_x,acl_y,acl_z,acm_x,acm_y,acm_z,giro_x,giro_y,giro_z,event
14/05/2016 11:17:09,-0.047599727577694,0.004669815155939,0.045457752387493,-0.0475997357175241,0.0046698702455767,9.852109377080389,0.0305777309935458,-0.0353918378613691,-0.0334229392449202,
14/05/2016 11:17:09,-0.0669931279160067,0.0609835247914531,-0.1724436928521044,-0.0669931143525204,0.0609835214907121,9.634208155911663,-0.0079427456530748,-0.0179334534864609,-0.0221018064578447,
14/05/2016 11:17:09,-0.2001309300297507,0.1704538174447627,-0.2942847996736901,-0.2001309613255451,0.170453806195586,9.512365635298703,-0.0052989611433645,-0.0416667702406775,-0.008380801674176,
14/05/2016 11:17:09,-0.1853147564786965,-0.0398177122606959,-0.1350753033742309,-0.1853147384075697,-0.0398177334329936,9.67157607998012,0.020003586123942,0.0122205148220151,0.0011376755358612,
14/05/2016 11:17:09,-0.0115586789008919,0.0494613803507135,0.0382914765410147,-0.0115586938943312,0.0494613812810413,9.84494320263962,-0.0251754755066413,0.0206006648199823,0.0236919123089538,
14/05/2016 11:17:09,0.0788165928358797,-0.1377297046066186,0.1132308966252452,0.0788166395548071,-0.1377296896673119,9.91988231801214,0.0185500919456261,0.0012404654353106,0.0061611693811623,
14/05/2016 11:17:09,-0.1067918036301378,-0.1299561885537343,-0.0315477164457238,-0.1067917193396397,-0.1299561361853989,9.775102946767433,-0.00017281028008406252,-0.0371135432833419,-0.0116652034869269,
14/05/2016 11:17:09,-0.2260418531351415,-0.129610066920776,-0.2958225954286895,-0.2260418622441466,-0.1296100329297616,9.510828149687,0.013670904299034,-0.0401342604809078,-0.0194575183828233,
14/05/2016 11:17:09,-0.1857218566805913,-0.010920451241291,-0.3114050963678852,-0.1857218647524776,-0.0109204490562762,9.495246403254406,-0.0401085746957217,-0.007984602633691,-0.0115596320372489,
14/05/2016 11:17:09,-0.0496255058363743,0.132497294978414,-0.1614093059025668,-0.0496255073721556,0.1324972760339946,9.645240861045163,-0.009619749008034,0.0246410397524005,0.0013466892492931,
14/05/2016 11:17:09,0.1152642626612099,0.1435734002070177,-0.0367521279675298,0.1152641958893454,0.1435734605804484,9.769898892729618,-0.0202214559662671,0.0330365127832422,0.0109169636148435,
14/05/2016 11:17:09,0.1901444852476217,0.1114379337755746,-0.1530611584843265,0.1901445001647559,0.111437879863196,9.653589073535832,0.0038213390248101,-0.0062388446727885,0.0115993519778352,
14/05/2016 11:17:09,0.1252869466431789,0.0306693148364693,-0.159977724054892,0.125287037041609,0.0306692046737424,9.646671711728017,-0.0097275420793188,-0.0006963487763051723,-0.0165849671606739,
